date,b/m,ntis,de,dp,dy,ep,svar,infl,ltr,tbl,lty,tms,corpr,dfr,dfy,ret_1m,ret_12m,ret_1m_fwd,vol_12m
1935-06-30,1.6633105477019419,0.3634482483807519,-2.0799238869451595,-9.36500845940753,-13.987430785397864,-11.544611258714031,0.23861776989010905,-0.9044915673268308,0.6294700176689021,0.08996141241970142,10.19798873096396,1.6779467715845946,0.7575746271249134,-0.11259724084953437,1.7204606542762073,1.054398317164851,0.4015895687267413,1.2736318343010218,0.0639162559212047
1935-07-31,1.5671910116604246,0.32815718842993097,-1.9989182855319414,-9.6212545698386,-13.501887453885553,-12.031245650859912,0.1430180295531462,0.0,0.31628723829200694,0.08991451134852886,9.919425085418574,1.6682925401509232,0.7540571250582029,-0.3676223130521995,1.6889211643296718,1.540342753720765,1.5872650701400732,0.5179077215990788,0.052849132489465926
1935-08-31,1.5608599316701282,0.0940486695894661,-1.9196472241152576,-9.699422016401469,-13.806256040164577,-12.269529922144153,0.32253214447501577,0.0,-0.9126512544575822,0.09587547432864815,10.300047261241824,1.7500781547242812,-0.2860574456850146,-0.5167665102596802,1.5924535794321342,0.5291517873889132,1.4445789888934166,0.48478310785720574,0.05172612934214692
1935-09-30,1.5138184642407673,0.15184927837627357,-1.8415152202102922,-9.778895855041483,-13.846973742784348,-12.531421043313898,0.20814544347428635,0.0,0.06204470695883664,0.11984309259427993,10.249213886698007,1.7332317801157626,0.0,0.05134994081199916,1.5676060262141132,0.4904922978480728,1.6226250876605512,1.4587403874014846,0.051124051998216936
1935-10-31,1.4354402011368323,0.05589835228651946,-1.7630155878672051,-9.924317453938125,-13.660425750167638,-12.925993996787131,0.2802593955710499,0.0,0.42249507102696116,0.11985265797220196,10.04252784625188,1.7166313168404346,0.2885866392180024,0.10890106077582501,1.6399833064644422,1.4890871850241092,2.2546079704986672,0.915412266062827,0.05008217125728953
1935-11-30,1.4153140695809903,0.042098954686520675,-1.6879637436645585,-9.966246639961378,-13.989911693723883,-13.163972860345218,0.27174923019409636,0.9250990518126835,0.06957726424157329,0.09587649152534357,9.993285093933707,1.7526981221173121,0.4763451439823287,-0.33968697762830347,1.5986412674399804,0.9749289353925318,2.1309619304694984,0.8167171763314303,0.047024795567815685
1935-12-31,1.403659189502084,0.16518112152785877,-1.615887101138528,-9.999679476303099,-13.936537748337157,-13.387119212678183,0.25078487108817477,0.0,0.489224729600918,0.08988189229050791,9.750527456604644,1.735987104180255,0.575609355967338,-0.07519808880530643,1.5238097633903178,0.8332047680892259,2.4224526790000707,1.4025488365261398,0.046094261248390236
1936-01-31,1.3588028723149117,0.16972759711396102,-1.589777640399363,-10.102656984328341,-13.698331863197476,-13.662557287669301,0.16205196524934998,0.0,0.38616064775793646,0.11988212876048138,10.018870329282102,1.765554937706913,0.5712518740757276,-0.15690717288835715,1.340478948274433,1.600962624147837,3.5286830027623775,0.5423123453255988,0.04038161260564929
1936-02-29,1.3369398195285018,0.2629386283651242,-1.564987388695172,-10.070439437130881,-13.457225601572539,-13.71926616865346,0.19345729447363,0.0,0.5711103662196574,0.11993034737613865,9.814023262896209,1.7422087597337645,0.3779264074000501,0.15758031068910264,1.2210656956968355,0.6566702800757529,4.765697856353046,0.7822882911926694,0.033349228227099195
1936-03-31,1.3386227316622992,0.25784511375997815,-1.541410105718714,-10.064723840846616,-13.238841256277045,-13.812105816291451,0.43732082126256194,-0.9327213167544649,0.7500517415220868,0.11998672636976673,9.51660221290877,1.705887459584215,0.5764416099622485,0.14067299326303112,1.2999429651229257,1.055087158065951,7.073681360558161,-3.171922661823433,0.02472659302402486
